ViewerID,age,gender,children,marital,Household Size,Social Class,Household Status,Working Status,Ethnic Origin,Number of TV sets,Digital Status,Cable/Satellite,Multi Channel Status,TV Platform Reception Type,Mosaic Classification
36078-2,45-64,F,0,married,2 people,C2,housewife and head of household,8-29 hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Active Retirement - Bungalow Quietude
36560-1,45-64,F,0,married,3 people,AB,housewife and head of household,8-29 hours per week,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Small Town Diversity - Hardworking Families
36560-3,25-34,F,0,single,3 people,AB,Neither hw nor hh,30+ hours per week,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Small Town Diversity - Hardworking Families
1278-1,45-64,F,0,married,3 people,C1,Housewife,8-29 hours per week,White British,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Terraced Melting Pot - Global Fusion
1278-2,45-64,M,0,married,3 people,C1,Head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Terraced Melting Pot - Global Fusion
1278-4,16-24,M,0,single,3 people,C1,Neither hw nor hh,30+ hours per week,White British,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Terraced Melting Pot - Global Fusion
4532-2,35-44,F,2,married,6 people,D,Neither hw nor hh,No paid work,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Mid-Market Families
4532-5,25-34,M,2,married,6 people,D,Neither hw nor hh,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Mid-Market Families
9955-1,35-44,F,2,single,4 people,AB,housewife and head of household,30+ hours per week,Other mixed background,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Alpha Territory - Business Class
9955-9,25-34,F,2,single,4 people,AB,Neither hw nor hh,30+ hours per week,Other White,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Alpha Territory - Business Class
31032-1,45-64,M,0,single,1 person,C2,housewife and head of household,30+ hours per week,Black – African,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Unclassified
39694-1,45-64,M,1,married,4 people,C1,Head of household,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Footloose Managers
39694-2,35-44,F,1,married,4 people,C1,Housewife,30+ hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Footloose Managers
114-3,16-24,F,0,single,3 people,D,Neither hw nor hh,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Production Managers
142-1,45-64,F,0,married,4 people,D,Housewife,30+ hours per week,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Ex-Council Community - Legacy of Labour
142-2,45-64,M,0,married,4 people,D,Head of household,30+ hours per week,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Ex-Council Community - Legacy of Labour
142-4,25-34,M,0,single,4 people,D,Neither hw nor hh,30+ hours per week,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Ex-Council Community - Legacy of Labour
142-5,25-34,M,0,single,4 people,D,Neither hw nor hh,No paid work,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Ex-Council Community - Legacy of Labour
36209-1,45-64,F,0,married,2 people,AB,housewife and head of household,8-29 hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
36209-2,45-64,M,0,married,2 people,AB,Neither hw nor hh,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Rural Solitude - Modern Agribusiness
55805-1,25-34,F,1,married,4 people,C1,Housewife,8-29 hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Small Wage Owners
55805-2,35-44,M,1,married,4 people,C1,Head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Small Wage Owners
40627-1,25-34,F,1,married,4 people,C1,Housewife,f.t. education / under school,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Terraced Melting Pot - Low-Key Starters
40627-2,25-34,M,1,married,4 people,C1,Head of household,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Terraced Melting Pot - Low-Key Starters
50084-1,45-64,M,0,married,2 people,D,Head of household,30+ hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Professional Rewards - Mid-Career Climbers
50084-2,45-64,F,0,married,2 people,D,Housewife,30+ hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Professional Rewards - Mid-Career Climbers
50456-1,16-24,M,1,single,3 people,C1,housewife and head of household,8-29 hours per week,White British,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Elderly Needs - Sheltered Seniors
894-1,45-64,F,1,married,4 people,C1,Housewife,8-29 hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Ex-Council Community - Legacy of Labour
894-2,35-44,M,1,married,4 people,C1,Head of household,30+ hours per week,White British,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Ex-Council Community - Legacy of Labour
13319-3,35-44,M,0,single,3 people,E,Neither hw nor hh,8-29 hours per week,White British,5,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Industrial Heritage - Clocking Off
17345-1,45-64,M,0,single,1 person,C1,housewife and head of household,No paid work,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Small Town Diversity - Innate Conservatives
50462-1,35-44,M,2,married,5 people,C1,Head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Terraced Melting Pot - Low-Key Starters
50462-2,35-44,F,2,married,5 people,C1,Housewife,8-29 hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Terraced Melting Pot - Low-Key Starters
52770-1,45-64,M,0,married,2 people,C1,Head of household,30+ hours per week,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Terraced Melting Pot - Low-Key Starters
52770-2,45-64,F,0,married,2 people,C1,Housewife,30+ hours per week,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Terraced Melting Pot - Low-Key Starters
50549-1,45-64,F,0,single,1 person,D,housewife and head of household,8-29 hours per week,White British,2,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Liberal Opinions - Crash Pad Professionals
54303-1,45-64,M,0,single,1 person,D,housewife and head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,New Homemakers - Buy-to-Let Territory
36332-1,45-64,F,1,married,4 people,C2,Housewife,8-29 hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Professional Rewards - Escape to the Country
36332-2,45-64,M,1,married,4 people,C2,Head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Professional Rewards - Escape to the Country
36332-3,16-24,F,1,single,4 people,C2,Neither hw nor hh,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Professional Rewards - Escape to the Country
36710-1,45-64,F,0,single,2 people,C1,housewife and head of household,8-29 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Industrial Heritage - Small Wage Owners
36710-2,25-34,M,0,single,2 people,C1,Neither hw nor hh,less than 8 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Industrial Heritage - Small Wage Owners
39760-1,35-44,M,0,single,3 people,C1,housewife and head of household,30+ hours per week,Other White,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Small Town Diversity - Side Street Singles
39760-4,25-34,F,0,single,3 people,C1,Neither hw nor hh,30+ hours per week,Other White,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Small Town Diversity - Side Street Singles
53474-1,25-34,F,0,married,2 people,D,Housewife,8-29 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Side Street Singles
53474-2,25-34,M,0,married,2 people,D,Head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Side Street Singles
54247-1,35-44,M,2,married,4 people,C1,Head of household,30+ hours per week,Asian – Indian,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Terraced Melting Pot - Asian Identities
54247-2,35-44,F,2,married,4 people,C1,Housewife,8-29 hours per week,Asian – Indian,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Terraced Melting Pot - Asian Identities
56443-1,16-24,F,1,single,2 people,E,housewife and head of household,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Unclassified
38221-1,35-44,F,2,married,4 people,C2,Housewife,30+ hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Industrial Heritage - Clocking Off
38221-2,35-44,M,2,married,4 people,C2,Head of household,30+ hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Industrial Heritage - Clocking Off
56224-1,16-24,F,0,married,2 people,AB,housewife and head of household,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Jacks of All Trades
56224-2,25-34,M,0,married,2 people,AB,Neither hw nor hh,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Small Town Diversity - Jacks of All Trades
56240-1,25-34,M,1,married,3 people,C2,Head of household,30+ hours per week,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Active Retirement - Beachcombers
56240-2,25-34,F,1,married,3 people,C2,Housewife,8-29 hours per week,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Active Retirement - Beachcombers
56393-1,25-34,M,1,married,3 people,D,Neither hw nor hh,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Choice Right to Buy
56393-2,25-34,F,1,married,3 people,D,housewife and head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Choice Right to Buy
56425-1,35-44,F,3+,married,5 people,C2,Housewife,8-29 hours per week,White British,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Backyard Regeneration
56425-2,35-44,M,3+,married,5 people,C2,Head of household,30+ hours per week,White British,4,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Backyard Regeneration
56043-1,45-64,F,0,married,2 people,AB,Housewife,No paid work,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Clocking Off
56043-2,45-64,M,0,married,2 people,AB,Head of household,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Clocking Off
38822-1,45-64,F,1,single,3 people,C2,housewife and head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Unclassified
38822-3,25-34,F,1,single,3 people,C2,Neither hw nor hh,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Unclassified
39402-1,45-64,M,0,single,2 people,C2,housewife and head of household,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Elderly Needs - Low Spending Elders
39402-3,16-24,M,0,single,2 people,C2,Neither hw nor hh,f.t. education / under school,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Elderly Needs - Low Spending Elders
31309-1,25-34,F,2,married,5 people,AB,Housewife,30+ hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Professional Rewards - Parish Guardians
31309-2,35-44,M,2,married,5 people,AB,Head of household,30+ hours per week,White British,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Professional Rewards - Parish Guardians
54798-1,35-44,F,0,married,2 people,D,Housewife,30+ hours per week,Asian – Indian,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Mid-Market Families
54798-2,45-64,M,0,married,2 people,D,Head of household,30+ hours per week,Asian – Indian,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Mid-Market Families
55170-1,25-34,F,0,married,2 people,AB,Housewife,30+ hours per week,Asian – Indian,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
55170-2,35-44,M,0,married,2 people,AB,Head of household,30+ hours per week,Asian – Indian,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Shop Floor Affluence
56469-1,16-24,F,1,single,2 people,E,housewife and head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Settled Ex-Tenants
24362-2,45-64,M,0,single,2 people,AB,Neither hw nor hh,No paid work,Other mixed background,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Dormitory Villagers
54458-1,25-34,F,0,married,2 people,AB,Housewife,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Liberal Opinions - Bright Young Things
54458-2,25-34,M,0,married,2 people,AB,Head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Liberal Opinions - Bright Young Things
38524-1,25-34,M,0,single,2 people,C1,housewife and head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Careers and Kids - Footloose Managers
38524-3,25-34,F,0,married,2 people,C1,Neither hw nor hh,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Careers and Kids - Footloose Managers
55777-1,25-34,M,0,married,2 people,D,Head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Childcare Years
55777-2,25-34,F,0,married,2 people,D,Housewife,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Childcare Years
31451-1,45-64,M,0,married,2 people,E,Head of household,No paid work,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Industrial Heritage - Clocking Off
52907-1,45-64,F,0,single,3 people,C1,housewife and head of household,30+ hours per week,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Terraced Melting Pot - Low-Key Starters
52907-2,16-24,F,0,single,3 people,C1,Neither hw nor hh,f.t. education / under school,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Terraced Melting Pot - Low-Key Starters
52907-3,16-24,F,0,single,3 people,C1,Neither hw nor hh,f.t. education / under school,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Terraced Melting Pot - Low-Key Starters
54632-1,45-64,M,0,married,2 people,D,Neither hw nor hh,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Upland Struggle
54632-2,45-64,F,0,married,2 people,D,housewife and head of household,8-29 hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Rural Solitude - Upland Struggle
53973-1,35-44,F,1,married,3 people,C1,housewife and head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Industrial Heritage - Small Wage Owners
53973-2,35-44,M,1,married,3 people,C1,Neither hw nor hh,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Industrial Heritage - Small Wage Owners
35224-4,25-34,F,0,single,3 people,C1,Neither hw nor hh,8-29 hours per week,White British,1,No Digital TV,None,No Multichannel TV,No TV At All,Terraced Melting Pot - Global Fusion
17138-2,45-64,M,0,single,2 people,C2,Neither hw nor hh,No paid work,Black – African,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Upper Floor Living - Small Block Singles
52959-3,35-44,M,0,married,2 people,E,Neither hw nor hh,No paid work,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Upper Floor Living - Small Block Singles
38829-1,35-44,F,1,married,3 people,C1,Housewife,No paid work,Other White,1,No Digital TV,None,No Multichannel TV,No TV At All,Liberal Opinions - University Fringe
38829-2,35-44,M,1,married,3 people,C1,Head of household,30+ hours per week,Other White,1,No Digital TV,None,No Multichannel TV,No TV At All,Liberal Opinions - University Fringe
56348-1,45-64,F,0,single,1 person,C1,housewife and head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Terraced Melting Pot - Back-to-Back Basics
1138-1,45-64,M,1,married,4 people,C2,Head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Escape to the Country
1138-2,45-64,F,1,married,4 people,C2,Housewife,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Professional Rewards - Escape to the Country
34028-1,25-34,F,2,married,4 people,C2,Housewife,8-29 hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Military Dependants
34028-2,25-34,M,2,married,4 people,C2,Head of household,30+ hours per week,White British,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Careers and Kids - Military Dependants
36514-3,16-24,M,0,single,3 people,AB,Neither hw nor hh,f.t. education / under school,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Professional Rewards - Dormitory Villagers
52729-1,45-64,M,0,married,3 people,AB,Head of household,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Backyard Regeneration
52729-2,45-64,F,0,married,3 people,AB,Housewife,30+ hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Backyard Regeneration
52729-3,16-24,F,0,single,3 people,AB,Neither hw nor hh,8-29 hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Industrial Heritage - Backyard Regeneration
54599-1,45-64,F,0,married,2 people,AB,Neither hw nor hh,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Active Retirement - Beachcombers
54599-2,45-64,F,0,married,2 people,AB,housewife and head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Active Retirement - Beachcombers
27465-1,45-64,F,1,married,5 people,C1,housewife and head of household,less than 8 hours per week,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Legacy of Labour
27465-2,45-64,M,1,married,5 people,C1,Neither hw nor hh,No paid work,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Legacy of Labour
27465-3,25-34,F,1,married,5 people,C1,Neither hw nor hh,No paid work,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Legacy of Labour
27465-4,16-24,F,1,single,5 people,C1,Neither hw nor hh,f.t. education / under school,White British,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Ex-Council Community - Legacy of Labour
27657-1,45-64,M,2,married,4 people,C2,Head of household,30+ hours per week,White British,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Production Managers
27657-2,45-64,F,2,married,4 people,C2,Housewife,30+ hours per week,Other Asian background,2,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only,Suburban Mindsets - Production Managers
55558-1,35-44,M,3+,married,8 people,E,Head of household,No paid work,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Terraced Melting Pot - Back-to-Back Basics
55558-2,25-34,F,3+,married,8 people,E,Housewife,No paid work,White British,3,Digital Terrestrial & Digital Cable,Cable,Digital Multichannel Only,Digital Terrestrial and Digital Cable Only,Terraced Melting Pot - Back-to-Back Basics
56081-1,25-34,M,1,married,3 people,AB,Head of household,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,New Homemakers - Brownfield Pioneers
56081-2,16-24,F,1,married,3 people,AB,Housewife,30+ hours per week,White British,3,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,New Homemakers - Brownfield Pioneers
50146-1,35-44,F,2,married,4 people,D,Housewife,f.t. education / under school,Other White,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,New Homemakers - Buy-to-Let Territory
50146-2,45-64,M,2,married,4 people,D,Head of household,30+ hours per week,Black – Caribbean,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,New Homemakers - Buy-to-Let Territory
50806-1,35-44,M,2,married,5 people,C2,Head of household,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Mid-Market Families
50806-2,35-44,F,2,married,5 people,C2,Housewife,30+ hours per week,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Mid-Market Families
50806-3,16-24,F,2,single,5 people,C2,Neither hw nor hh,f.t. education / under school,White British,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Suburban Mindsets - Mid-Market Families
53068-1,25-34,F,1,married,3 people,C1,Housewife,30+ hours per week,Asian – Bangladeshi,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Asian Attainment
53068-2,25-34,M,1,married,3 people,C1,Head of household,30+ hours per week,Asian – Bangladeshi,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Asian Attainment
54875-1,45-64,F,1,married,5 people,C2,housewife and head of household,No paid work,Other mixed background,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Upper Floor Living - Tenement Living
54875-2,35-44,M,1,married,5 people,C2,Neither hw nor hh,30+ hours per week,Other mixed background,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Upper Floor Living - Tenement Living
54875-3,16-24,M,1,single,5 people,C2,Neither hw nor hh,f.t. education / under school,Other mixed background,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Upper Floor Living - Tenement Living
54875-4,16-24,M,1,single,5 people,C2,Neither hw nor hh,f.t. education / under school,Other mixed background,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Upper Floor Living - Tenement Living
55374-1,45-64,M,2,married,5 people,AB,Head of household,30+ hours per week,Asian – Pakistani,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Terraced Melting Pot - Global Fusion
55374-2,35-44,F,2,married,5 people,AB,Housewife,No paid work,Asian – Pakistani,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Terraced Melting Pot - Global Fusion
11921-1,45-64,F,0,single,1 person,C1,housewife and head of household,30+ hours per week,White British,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only,Ex-Council Community - Legacy of Labour
37126-1,45-64,M,0,married,2 people,D,housewife and head of household,30+ hours per week,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Claimant Cultures - Streetwise Kids
37126-2,45-64,F,0,married,2 people,D,Neither hw nor hh,30+ hours per week,White British,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only,Claimant Cultures - Streetwise Kids
50822-1,25-34,M,2,married,4 people,C2,Head of household,30+ hours per week,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Production Managers
50822-2,25-34,F,2,married,4 people,C2,Housewife,No paid work,White British,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Production Managers
55518-1,35-44,M,0,married,2 people,AB,Head of household,30+ hours per week,Asian – Pakistani,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Elderly Needs - Low Spending Elders
55518-2,16-24,F,0,married,2 people,AB,Housewife,30+ hours per week,Any other background,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Elderly Needs - Low Spending Elders
56236-1,45-64,M,1,married,6 people,AB,housewife and head of household,30+ hours per week,Asian – Pakistani,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Production Managers
56236-2,45-64,F,1,married,6 people,AB,Neither hw nor hh,8-29 hours per week,Asian – Pakistani,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Production Managers
56236-3,16-24,M,1,single,6 people,AB,Neither hw nor hh,f.t. education / under school,Asian – Pakistani,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Production Managers
56236-4,16-24,M,1,single,6 people,AB,Neither hw nor hh,f.t. education / under school,Asian – Pakistani,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only,Suburban Mindsets - Production Managers
