respondent-id,age,gender,education,income,children,marital,pets
YI105L,45-64,F,Schooling until age 16,Mid 50%,1,married,1
ZI641K,25-34,F,Trade / technical school or college,Top 25%,0,single,2
AA312J,45-64,M,Schooling until age 16,Top 25%,0,single,0
MD242Q,45-64,F,Trade / technical school or college,Mid 50%,0,single,0
IO608N,25-34,F,Schooling until age 18,Bottom 25%,3+,single,2
KM572F,45-64,F,University degree,Mid 50%,2,single,0
GQ996Q,45-64,F,Schooling until age 16,Prefer not to say,3+,single,0
YK328W,45-64,M,Schooling until age 18,Mid 50%,0,single,3+
AU669B,25-34,F,University degree,Bottom 25%,0,single,1
YN774S,16-24,F,University degree,Prefer not to say,0,single,1
YD427P,45-64,M,University degree,Mid 50%,2,single,2
PK646Y,35-44,M,Schooling until age 16,Bottom 25%,1,single,3+
FB142Y,35-44,F,University degree,Mid 50%,2,married,0
FY807A,25-34,F,Postgraduate degree,Top 25%,1,married,2
PL168Z,45-64,M,Trade / technical school or college,Top 25%,2,married,2
UX136W,16-24,M,Trade / technical school or college,Mid 50%,0,single,1
DZ571R,45-64,F,Schooling until age 16,Bottom 25%,0,single,1
AJ948Q,25-34,M,Schooling until age 16,Mid 50%,2,married,2
OF992A,16-24,F,Schooling until age 18,Mid 50%,0,single,2
EW633O,45-64,F,University degree,Mid 50%,1,married,2
RL531I,45-64,M,Schooling until age 16,Top 25%,0,married,2
KR359W,25-34,F,Schooling until age 18,Top 25%,0,single,0
JM945O,45-64,M,University degree,Top 25%,3+,married,2
WV113L,35-44,M,Postgraduate degree,Top 25%,1,married,2
TP301Z,25-34,F,Schooling until age 18,Mid 50%,0,married,2
IP255O,25-34,M,University degree,Top 25%,1,married,1
SZ707Q,16-24,F,Postgraduate degree,Prefer not to say,0,single,1
YY215B,45-64,M,Trade / technical school or college,Mid 50%,2,married,3+
JL322D,45-64,F,Schooling until age 18,Top 25%,2,single,1
VY444C,16-24,M,Schooling until age 16,Mid 50%,0,single,2
NT318O,45-64,F,Schooling until age 18,Mid 50%,3+,married,2
OV528P,35-44,F,Schooling until age 16,Mid 50%,1,married,1
LB887U,16-24,M,Schooling until age 18,Mid 50%,0,single,1
YT895A,45-64,F,Schooling until age 16,Mid 50%,0,single,3+
QT618O,16-24,F,Schooling until age 18,Mid 50%,0,single,3+
AD404R,35-44,F,University degree,Top 25%,2,married,3+
YV995A,35-44,M,University degree,Mid 50%,0,single,3+
YV679L,45-64,F,Trade / technical school or college,Mid 50%,3+,married,3+
HZ607B,35-44,M,Trade / technical school or college,Top 25%,0,single,0
AO295Y,25-34,M,University degree,Top 25%,1,married,2
IC324X,45-64,F,Schooling until age 18,Mid 50%,0,married,1
UI718B,35-44,F,Schooling until age 18,Mid 50%,3+,single,0
XT165P,35-44,F,University degree,Prefer not to say,0,single,3+
FE388K,45-64,M,University degree,Mid 50%,2,single,1
VK567R,16-24,M,Schooling until age 18,Mid 50%,0,single,0
ZX749Y,45-64,F,University degree,Top 25%,2,married,0
IN810P,25-34,F,University degree,Mid 50%,3+,married,1
OD570A,25-34,F,Schooling until age 18,Bottom 25%,2,single,0
WB506O,35-44,F,Schooling until age 16,Top 25%,2,single,1
ML198P,45-64,F,Trade / technical school or college,Mid 50%,3+,married,0
OO636G,25-34,F,Schooling until age 18,Bottom 25%,0,single,2
LO945W,45-64,F,University degree,Bottom 25%,1,single,2
WR544W,45-64,F,Schooling until age 16,Prefer not to say,1,married,0
WK657U,16-24,F,Trade / technical school or college,Prefer not to say,0,single,1
JP269T,35-44,F,Postgraduate degree,Top 25%,0,married,1
QB618R,16-24,M,Schooling until age 18,Bottom 25%,0,married,2
HH643O,16-24,M,Postgraduate degree,Prefer not to say,0,single,3+
FC239H,45-64,F,Schooling until age 16,Mid 50%,3+,married,3+
QJ923E,25-34,F,University degree,Top 25%,1,married,3+
HS617C,25-34,F,Schooling until age 16,Mid 50%,0,single,0
EN428N,45-64,M,Schooling until age 16,Bottom 25%,1,single,2
PW698P,45-64,F,Schooling until age 18,Mid 50%,3+,single,2
CB308S,45-64,F,Schooling until age 16,Mid 50%,0,married,2
TN953O,25-34,M,Schooling until age 16,Mid 50%,2,married,3+
FZ697A,35-44,F,Schooling until age 18,Top 25%,0,single,2
EL816Y,16-24,F,University degree,Prefer not to say,0,single,3+
CE952J,16-24,M,University degree,Prefer not to say,0,single,3+
AW448P,45-64,F,Schooling until age 18,Prefer not to say,3+,single,3+
LZ240O,45-64,M,Schooling until age 18,Mid 50%,3+,married,1
XU512Y,25-34,F,Postgraduate degree,Mid 50%,0,single,0
MQ924V,16-24,M,Schooling until age 18,Mid 50%,0,single,2
MF252F,35-44,M,Trade / technical school or college,Mid 50%,0,single,0
WI177K,35-44,F,Postgraduate degree,Mid 50%,0,single,0
LZ577C,45-64,M,Schooling until age 18,Top 25%,3+,married,0
HF801S,45-64,M,Trade / technical school or college,Prefer not to say,2,married,3+
UB214L,25-34,F,Trade / technical school or college,Bottom 25%,1,single,0
BQ294J,35-44,F,University degree,Bottom 25%,0,single,1
ZS778M,16-24,M,Schooling until age 18,Mid 50%,1,single,3+
OY526F,45-64,F,University degree,Mid 50%,0,single,3+
ZR563U,25-34,F,Trade / technical school or college,Mid 50%,2,married,3+
GQ997M,45-64,F,University degree,Prefer not to say,3+,married,3+
XR961V,45-64,F,University degree,Top 25%,2,married,3+
YL548U,25-34,F,University degree,Top 25%,0,single,0
AG444E,45-64,F,Schooling until age 18,Mid 50%,1,married,1
FY384G,25-34,F,Trade / technical school or college,Mid 50%,2,married,3+
FT663U,45-64,M,Trade / technical school or college,Top 25%,2,married,3+
PM923R,45-64,M,Schooling until age 16,Mid 50%,1,married,0
BM199Q,25-34,F,Schooling until age 18,Mid 50%,0,single,1
OY181W,35-44,F,Postgraduate degree,Mid 50%,2,married,1
MM856V,45-64,M,Trade / technical school or college,Prefer not to say,3+,married,2
IX906K,35-44,F,Schooling until age 16,Bottom 25%,1,single,3+
MV420C,35-44,M,Schooling until age 16,Mid 50%,2,single,0
JB399E,25-34,F,University degree,Mid 50%,1,married,0
UV795I,45-64,M,Schooling until age 16,Top 25%,0,single,3+
QB620O,35-44,F,Schooling until age 18,Mid 50%,0,single,0
XZ221P,45-64,M,Schooling until age 18,Mid 50%,1,single,1
VV317L,35-44,M,Schooling until age 16,Top 25%,0,single,0
PC238H,16-24,F,Schooling until age 18,Top 25%,0,single,2
JO979U,35-44,F,Trade / technical school or college,Mid 50%,2,single,3+
JT493U,16-24,F,Schooling until age 18,Mid 50%,0,single,2
CG850X,45-64,F,Schooling until age 16,Mid 50%,0,single,2
AQ928N,45-64,F,Schooling until age 18,Mid 50%,0,married,0
DQ105R,35-44,F,Postgraduate degree,Mid 50%,0,married,1
DF604V,35-44,F,University degree,Mid 50%,0,single,3+
CH650N,45-64,F,Postgraduate degree,Mid 50%,2,single,3+
KZ815V,16-24,F,Schooling until age 18,Bottom 25%,0,single,1
CP767L,25-34,F,Postgraduate degree,Mid 50%,1,married,2
OK826E,35-44,M,Schooling until age 18,Mid 50%,0,single,2
YP886C,35-44,F,Schooling until age 18,Top 25%,2,married,2
LQ885Q,25-34,M,University degree,Top 25%,0,single,0
MI555S,45-64,M,Schooling until age 18,Bottom 25%,2,single,3+
IH757T,16-24,F,Trade / technical school or college,Prefer not to say,0,single,3+
PS751T,16-24,F,University degree,Bottom 25%,0,single,0
JY300A,25-34,F,Postgraduate degree,Mid 50%,3+,single,1
IK167D,45-64,F,Trade / technical school or college,Top 25%,2,married,3+
PP758T,45-64,F,Schooling until age 18,Mid 50%,0,married,0
ZL646V,35-44,F,Schooling until age 16,Mid 50%,2,married,3+
DE547D,45-64,F,Schooling until age 18,Mid 50%,2,single,0
QJ425Z,35-44,F,Trade / technical school or college,Mid 50%,2,single,3+
CQ588U,35-44,F,Schooling until age 18,Top 25%,2,single,3+
EW404Z,45-64,F,Schooling until age 16,Mid 50%,2,married,0
XI293R,45-64,F,Trade / technical school or college,Mid 50%,0,single,0
NS309V,16-24,F,University degree,Top 25%,1,single,2
MG844Y,45-64,M,Schooling until age 18,Top 25%,0,single,0
LU672Z,45-64,M,Schooling until age 16,Mid 50%,2,married,2
TC978W,45-64,M,Schooling until age 18,Mid 50%,0,single,0
VK888B,45-64,M,Schooling until age 18,Bottom 25%,3+,single,0
UR663R,35-44,F,University degree,Mid 50%,2,married,0
AK402Q,45-64,F,Trade / technical school or college,Mid 50%,2,single,1
EO445R,16-24,M,Postgraduate degree,Bottom 25%,0,single,0
JF442G,35-44,F,Schooling until age 18,Mid 50%,2,single,2
ZI645O,35-44,F,Schooling until age 16,Bottom 25%,2,single,0
LL922H,35-44,M,Trade / technical school or college,Bottom 25%,0,single,0
PE496A,25-34,F,University degree,Mid 50%,0,single,3+
YL568P,45-64,M,Trade / technical school or college,Mid 50%,0,single,2
QV768R,35-44,F,University degree,Mid 50%,2,married,3+
KM925T,45-64,M,Schooling until age 18,Mid 50%,0,married,2
LR352U,35-44,M,Trade / technical school or college,Bottom 25%,1,single,3+
KV828F,25-34,F,Schooling until age 18,Mid 50%,0,single,2
VH264J,35-44,M,Trade / technical school or college,Mid 50%,0,single,3+
CI688A,16-24,F,Schooling until age 18,Prefer not to say,0,single,3+
FZ914Z,35-44,M,University degree,Mid 50%,1,single,2
UE178G,45-64,M,Postgraduate degree,Bottom 25%,1,single,1
VJ819U,45-64,F,University degree,Prefer not to say,2,married,0
GW602J,45-64,F,University degree,Mid 50%,2,single,0
MR543J,45-64,F,Schooling until age 18,Bottom 25%,2,single,3+
YD765W,45-64,F,Trade / technical school or college,Mid 50%,1,single,0
TK207Z,25-34,M,University degree,Top 25%,1,married,2
YX799D,45-64,F,Schooling until age 16,Prefer not to say,3+,married,1
SM269N,16-24,F,Trade / technical school or college,Mid 50%,0,single,2
HQ404H,45-64,F,University degree,Top 25%,2,married,1
DC112B,25-34,F,Schooling until age 18,Mid 50%,1,married,2
DB324D,25-34,F,Schooling until age 18,Mid 50%,0,single,1
TJ723G,45-64,F,Trade / technical school or college,Prefer not to say,1,married,0
MP248B,35-44,F,University degree,Mid 50%,1,married,0
RE504F,25-34,F,Trade / technical school or college,Mid 50%,0,married,1
DC168P,25-34,F,Schooling until age 16,Mid 50%,0,single,2
AT775M,45-64,M,Schooling until age 18,Top 25%,1,single,1
IF337K,45-64,F,University degree,Mid 50%,0,married,1
CF912A,45-64,M,Schooling until age 16,Mid 50%,0,single,3+
CS206V,45-64,M,Schooling until age 16,Mid 50%,2,single,2
EU970O,35-44,F,University degree,Bottom 25%,3+,married,0
DO972K,45-64,M,Schooling until age 18,Bottom 25%,1,single,3+
ID889E,35-44,F,Schooling until age 16,Bottom 25%,1,single,2
NW999U,16-24,F,Postgraduate degree,Bottom 25%,0,single,1
WU825H,45-64,F,Schooling until age 18,Top 25%,2,married,3+
PF518R,45-64,M,University degree,Prefer not to say,0,married,0
ZH125D,45-64,M,Schooling until age 16,Bottom 25%,0,single,0
VB223M,45-64,F,Schooling until age 18,Top 25%,0,single,3+
IU935B,35-44,M,Postgraduate degree,Bottom 25%,0,single,0
TL144R,25-34,M,University degree,Top 25%,2,married,2
UQ266Q,16-24,F,Schooling until age 18,Bottom 25%,0,single,1
HN743L,16-24,F,Schooling until age 18,Mid 50%,0,single,0
WQ446A,25-34,M,University degree,Top 25%,3+,married,3+
PA947M,45-64,F,University degree,Mid 50%,2,single,2
PU106M,45-64,F,University degree,Mid 50%,2,single,0
FZ962S,16-24,M,Schooling until age 18,Mid 50%,0,single,3+
FF590I,35-44,F,Schooling until age 16,Mid 50%,3+,married,2
OZ627K,45-64,F,Postgraduate degree,Mid 50%,0,single,1
KR744U,25-34,F,Trade / technical school or college,Prefer not to say,0,single,2
OW655M,25-34,F,Postgraduate degree,Bottom 25%,0,single,0
IW722S,45-64,F,Schooling until age 18,Mid 50%,1,single,0
MI380I,35-44,F,Schooling until age 18,Mid 50%,3+,married,2
QP795A,16-24,F,Schooling until age 16,Bottom 25%,2,single,3+
YT295S,45-64,M,University degree,Prefer not to say,0,single,3+
NR820Y,45-64,F,University degree,Bottom 25%,3+,married,3+
CR450X,16-24,F,Schooling until age 18,Prefer not to say,0,single,0
AV229S,45-64,M,Trade / technical school or college,Bottom 25%,0,single,0
XD699Z,25-34,M,University degree,Prefer not to say,0,single,2
HC869I,45-64,F,University degree,Bottom 25%,0,single,0
UI167K,25-34,M,Postgraduate degree,Mid 50%,2,married,0
TS236W,35-44,M,Postgraduate degree,Top 25%,2,married,1
GA685E,45-64,M,Postgraduate degree,Mid 50%,2,single,1
LB930S,45-64,M,Schooling until age 16,Mid 50%,2,married,1
QB638U,45-64,M,Postgraduate degree,Bottom 25%,0,single,0
HV206Z,25-34,F,University degree,Mid 50%,0,single,1
EH455W,25-34,F,Schooling until age 18,Bottom 25%,1,single,0
BN288P,45-64,M,Postgraduate degree,Mid 50%,2,single,2
TZ839H,35-44,M,University degree,Top 25%,1,married,1
CT305L,45-64,F,Schooling until age 16,Mid 50%,3+,single,3+
TH319Q,45-64,F,Schooling until age 16,Bottom 25%,1,single,0
AK464E,45-64,M,Schooling until age 16,Mid 50%,0,single,2
GZ968A,45-64,F,University degree,Mid 50%,0,single,2
PR717A,45-64,F,Schooling until age 16,Bottom 25%,2,married,0
ZR182O,45-64,F,Schooling until age 16,Bottom 25%,1,single,0
ZV109B,45-64,F,Schooling until age 16,Bottom 25%,1,single,3+
DI185B,35-44,M,University degree,Top 25%,0,single,3+
MS706B,35-44,M,Trade / technical school or college,Mid 50%,0,single,3+
OS516U,45-64,F,Trade / technical school or college,Bottom 25%,0,single,2
KN197R,16-24,M,Schooling until age 18,Bottom 25%,0,single,3+
DA487W,25-34,F,University degree,Mid 50%,0,single,1
IE387C,45-64,F,Schooling until age 18,Prefer not to say,3+,married,1
AX104T,45-64,M,University degree,Mid 50%,1,married,3+
HW929B,16-24,M,Schooling until age 18,Mid 50%,1,single,3+
RN491J,25-34,M,University degree,Top 25%,2,married,0
CB859U,45-64,F,Schooling until age 16,Mid 50%,2,married,1
RI671V,16-24,M,Trade / technical school or college,Bottom 25%,0,single,1
MW366M,25-34,M,Postgraduate degree,Top 25%,2,married,1
LV841F,35-44,M,Postgraduate degree,Top 25%,2,single,3+
QL453N,25-34,F,University degree,Prefer not to say,0,single,3+
NE697N,45-64,M,Schooling until age 16,Bottom 25%,2,single,2
VA118D,35-44,M,Schooling until age 16,Mid 50%,0,single,1
QY586O,16-24,M,Schooling until age 18,Top 25%,0,single,2
JQ678T,25-34,F,University degree,Top 25%,1,married,2
KU754G,35-44,F,Postgraduate degree,Prefer not to say,2,married,1
QP411H,25-34,M,Trade / technical school or college,Bottom 25%,1,single,0
IC421E,45-64,F,University degree,Prefer not to say,2,married,3+
RZ896V,45-64,M,University degree,Top 25%,2,married,0
UW217M,35-44,F,Schooling until age 18,Bottom 25%,0,married,1
OG868O,25-34,F,Schooling until age 18,Bottom 25%,0,single,2
IM623D,35-44,F,Schooling until age 16,Mid 50%,3+,single,3+
HH801G,35-44,M,Trade / technical school or college,Mid 50%,1,married,2
ZZ182R,35-44,F,Schooling until age 18,Top 25%,1,married,0
JL352G,45-64,F,Schooling until age 18,Bottom 25%,1,single,0
LD164I,25-34,M,University degree,Top 25%,0,married,1
RT396N,25-34,F,Schooling until age 18,Mid 50%,0,single,0
IS883J,16-24,F,University degree,Bottom 25%,0,single,1
ZW556C,45-64,M,Schooling until age 18,Mid 50%,2,single,1
LB262V,45-64,M,Schooling until age 16,Mid 50%,2,single,0
KX729J,16-24,F,Schooling until age 16,Bottom 25%,0,married,0
XT109C,45-64,M,Schooling until age 16,Mid 50%,0,single,3+
SC498P,35-44,M,Trade / technical school or college,Bottom 25%,0,single,1
ZT394T,45-64,M,Schooling until age 16,Mid 50%,1,married,1
XJ260M,25-34,M,University degree,Mid 50%,1,single,1
UC968N,45-64,F,University degree,Mid 50%,0,single,2
VA295P,16-24,F,University degree,Mid 50%,0,single,1
ZG641H,45-64,F,University degree,Prefer not to say,0,single,2
TT300Z,25-34,M,Postgraduate degree,Top 25%,0,married,0
GV741M,35-44,F,Schooling until age 18,Mid 50%,2,single,1
EH971B,45-64,M,University degree,Mid 50%,2,married,1
DC266V,25-34,M,Trade / technical school or college,Mid 50%,2,married,1
PO107Q,35-44,F,Schooling until age 16,Bottom 25%,2,single,1
YB639B,35-44,F,Schooling until age 18,Mid 50%,0,single,0
RU621A,45-64,F,Trade / technical school or college,Bottom 25%,0,single,1
ZO291K,45-64,F,Schooling until age 18,Mid 50%,2,married,0
WQ544Z,16-24,M,Schooling until age 18,Prefer not to say,0,single,0
MH210D,25-34,F,Schooling until age 16,Mid 50%,1,married,1
LO225C,45-64,M,Trade / technical school or college,Mid 50%,0,single,0
DG512W,35-44,M,Schooling until age 18,Bottom 25%,0,married,3+
EA756Z,45-64,F,Schooling until age 18,Bottom 25%,3+,married,2
PZ720H,25-34,F,Trade / technical school or college,Bottom 25%,0,single,3+
HH122A,35-44,F,University degree,Mid 50%,0,single,1
JR293H,35-44,M,University degree,Mid 50%,1,married,3+
WR895O,45-64,F,Schooling until age 16,Bottom 25%,2,single,3+
BT617F,45-64,F,Trade / technical school or college,Mid 50%,2,married,3+
CN744L,25-34,F,Schooling until age 18,Bottom 25%,2,single,2
CE214G,35-44,F,Schooling until age 18,Mid 50%,2,single,2
TY446D,16-24,F,Schooling until age 18,Mid 50%,1,married,3+
KL886A,35-44,M,Trade / technical school or college,Mid 50%,0,single,1
EE820J,45-64,M,Schooling until age 18,Mid 50%,1,married,3+
LK484P,35-44,F,Postgraduate degree,Prefer not to say,3+,married,1
UT343S,45-64,F,University degree,Top 25%,2,married,0
CV894H,16-24,F,University degree,Mid 50%,0,single,0
FX983H,25-34,M,Postgraduate degree,Mid 50%,0,single,2
KE917B,25-34,M,University degree,Top 25%,1,married,0
SO872Q,25-34,M,Postgraduate degree,Top 25%,1,married,3+
LZ819D,45-64,F,Schooling until age 16,Bottom 25%,1,single,1
YV905V,45-64,M,Schooling until age 16,Mid 50%,1,married,1
JO815D,45-64,M,Trade / technical school or college,Mid 50%,0,single,0
WG382Y,45-64,F,Schooling until age 16,Prefer not to say,0,married,1
OW608C,35-44,M,Schooling until age 16,Top 25%,0,single,3+
GN626R,45-64,F,Trade / technical school or college,Mid 50%,3+,single,1
WI663E,45-64,M,University degree,Prefer not to say,1,married,3+
UX367Q,45-64,F,Schooling until age 16,Mid 50%,2,married,2
QO828B,16-24,M,University degree,Mid 50%,1,married,3+
JQ883M,45-64,M,Schooling until age 16,Mid 50%,2,married,2
HD405H,16-24,F,Schooling until age 16,Bottom 25%,2,single,3+
QB572F,45-64,F,Postgraduate degree,Top 25%,0,single,2
ZJ804Z,35-44,M,University degree,Top 25%,1,married,1
KC931B,16-24,F,Schooling until age 16,Mid 50%,0,single,0
GB654I,35-44,M,University degree,Mid 50%,0,single,2
VV573T,45-64,F,Schooling until age 16,Mid 50%,1,married,1
WA182Q,16-24,M,Trade / technical school or college,Prefer not to say,0,single,3+
BX171C,45-64,F,Schooling until age 16,Mid 50%,3+,married,2
YL263B,45-64,F,Schooling until age 18,Mid 50%,0,married,2
CN938D,35-44,M,Trade / technical school or college,Mid 50%,1,married,1
NN817W,16-24,F,Schooling until age 16,Top 25%,1,married,3+
YD408G,35-44,F,University degree,Top 25%,1,married,0
JV454M,16-24,M,Schooling until age 18,Bottom 25%,0,single,2
LI960X,16-24,F,Schooling until age 16,Bottom 25%,0,single,3+
EE813L,45-64,F,Schooling until age 16,Bottom 25%,0,married,2
MO144R,45-64,F,University degree,Mid 50%,2,single,1
FR119O,16-24,M,University degree,Mid 50%,0,single,2
QE446I,35-44,F,Schooling until age 18,Mid 50%,0,single,0
FY727N,45-64,M,University degree,Bottom 25%,1,single,0
VH443X,45-64,F,Schooling until age 16,Mid 50%,3+,single,0
EE782F,35-44,M,Schooling until age 18,Top 25%,1,married,1
YA721Q,45-64,F,Trade / technical school or college,Bottom 25%,2,single,2
ZB943C,45-64,F,Schooling until age 16,Mid 50%,1,married,3+
EE870C,35-44,M,Trade / technical school or college,Top 25%,0,single,3+
HL225U,45-64,F,Schooling until age 18,Bottom 25%,2,single,3+
PC936A,25-34,F,Schooling until age 18,Top 25%,1,married,1
XZ959Q,35-44,F,Trade / technical school or college,Top 25%,1,single,0
PR206J,16-24,F,Schooling until age 16,Bottom 25%,1,single,2
JL266H,45-64,M,Schooling until age 16,Bottom 25%,0,single,3+
CJ682O,25-34,F,University degree,Bottom 25%,0,single,2
UT190T,25-34,F,University degree,Bottom 25%,1,single,2
ND558I,45-64,F,Schooling until age 18,Mid 50%,1,single,3+
OJ746A,45-64,M,Schooling until age 18,Top 25%,3+,married,0
DX969Q,25-34,M,Schooling until age 18,Bottom 25%,0,single,2
DC869B,45-64,M,University degree,Mid 50%,0,single,3+
MJ860A,35-44,M,Trade / technical school or college,Mid 50%,2,married,3+
YU752V,25-34,F,Schooling until age 18,Bottom 25%,1,single,2
AQ970J,25-34,M,Postgraduate degree,Top 25%,2,married,1
EI461U,35-44,F,Trade / technical school or college,Mid 50%,0,married,1
DL922T,25-34,M,University degree,Top 25%,3+,married,0
CZ298V,45-64,F,Schooling until age 16,Bottom 25%,3+,married,0
ZH513R,45-64,F,University degree,Mid 50%,2,single,3+
CU127P,45-64,F,University degree,Prefer not to say,0,single,3+
MW829V,45-64,F,Trade / technical school or college,Bottom 25%,2,married,3+
PP811G,35-44,F,Schooling until age 16,Mid 50%,2,married,1
UP802S,35-44,M,University degree,Top 25%,3+,married,1
XY825A,35-44,F,Schooling until age 18,Top 25%,1,married,1
AF725A,16-24,M,Schooling until age 18,Bottom 25%,0,single,1
SV628U,16-24,F,Schooling until age 18,Top 25%,0,single,3+
EK651I,45-64,F,University degree,Mid 50%,2,single,0
SF515W,45-64,F,Trade / technical school or college,Mid 50%,3+,married,3+
TB241D,16-24,F,Schooling until age 18,Mid 50%,1,single,2
BB287Z,35-44,F,University degree,Mid 50%,3+,married,1
LP841W,16-24,F,Schooling until age 16,Bottom 25%,0,single,0
YH116H,45-64,F,University degree,Mid 50%,1,married,1
QU670E,16-24,M,University degree,Bottom 25%,0,single,2
LU365F,35-44,F,Trade / technical school or college,Mid 50%,0,single,2
AA108X,45-64,M,Schooling until age 16,Prefer not to say,3+,single,1
ZO310X,45-64,M,Schooling until age 18,Top 25%,0,married,0
NI838D,45-64,F,University degree,Prefer not to say,0,married,3+
VJ510W,45-64,F,University degree,Top 25%,0,single,1
HK247K,25-34,F,Postgraduate degree,Mid 50%,1,married,3+
GY225G,25-34,M,Schooling until age 18,Top 25%,0,single,1
IE738G,45-64,M,University degree,Top 25%,2,married,1
OH353K,35-44,F,University degree,Top 25%,0,single,1
UC827M,25-34,M,Schooling until age 18,Prefer not to say,0,single,2
XU161U,45-64,F,University degree,Bottom 25%,1,single,0
WM297Y,45-64,M,Trade / technical school or college,Mid 50%,1,married,0
HV680D,16-24,F,Schooling until age 18,Top 25%,0,single,3+
YG208U,25-34,M,Schooling until age 18,Mid 50%,0,single,2
TG192J,25-34,M,University degree,Top 25%,1,married,2
HJ593A,45-64,M,University degree,Mid 50%,2,married,3+
DP784G,45-64,F,Schooling until age 16,Mid 50%,0,single,3+
YQ266L,35-44,F,Postgraduate degree,Bottom 25%,1,single,2
RS157F,25-34,F,University degree,Prefer not to say,1,single,0
BV319W,35-44,M,University degree,Top 25%,2,married,0
QB236M,25-34,F,University degree,Top 25%,0,single,3+
WQ874B,25-34,M,University degree,Bottom 25%,0,single,3+
FW968H,25-34,F,University degree,Mid 50%,0,single,3+
AF669U,35-44,F,Postgraduate degree,Mid 50%,1,married,3+
DM200Q,35-44,M,Postgraduate degree,Top 25%,2,married,0
QS103W,35-44,F,University degree,Mid 50%,0,single,3+
DC842B,16-24,M,Trade / technical school or college,Top 25%,0,single,1
GQ564P,16-24,M,University degree,Mid 50%,0,single,1
LI205R,25-34,F,Schooling until age 16,Mid 50%,1,married,2
YA346B,45-64,F,Postgraduate degree,Bottom 25%,3+,married,1
BE855O,35-44,F,Schooling until age 18,Mid 50%,3+,married,3+
ZO283V,16-24,M,University degree,Bottom 25%,0,single,2
AE362G,45-64,M,Schooling until age 16,Mid 50%,0,single,2
IR921O,45-64,M,Trade / technical school or college,Mid 50%,0,single,2
JJ348W,35-44,F,Schooling until age 16,Bottom 25%,0,single,2
IC601I,45-64,F,Schooling until age 16,Mid 50%,0,married,1
BG708W,45-64,F,Schooling until age 18,Mid 50%,1,married,1
IV562O,35-44,F,Schooling until age 18,Top 25%,2,married,0
AC642V,25-34,M,University degree,Mid 50%,1,married,1
MT855H,45-64,F,Schooling until age 16,Prefer not to say,1,married,1
SD902V,45-64,M,Schooling until age 16,Bottom 25%,3+,single,0
WZ857E,45-64,M,Trade / technical school or college,Bottom 25%,2,single,2
GE675Y,45-64,F,Schooling until age 18,Mid 50%,2,single,1
XT509D,45-64,M,Trade / technical school or college,Top 25%,0,married,1
SS560C,25-34,M,Postgraduate degree,Top 25%,2,single,2
AU751X,45-64,F,Schooling until age 16,Mid 50%,1,single,0
QP570M,45-64,M,University degree,Prefer not to say,1,single,2
CS511C,35-44,M,Postgraduate degree,Top 25%,2,married,1
OM520K,45-64,M,Schooling until age 16,Top 25%,2,married,2
LP289I,45-64,F,Schooling until age 16,Bottom 25%,0,single,1
RC275A,45-64,M,Trade / technical school or college,Mid 50%,0,married,2
GZ909M,16-24,M,Postgraduate degree,Bottom 25%,3+,married,3+
IM406M,45-64,M,Postgraduate degree,Mid 50%,0,single,0
AG601P,45-64,F,Trade / technical school or college,Mid 50%,1,married,2
NP697L,25-34,F,University degree,Mid 50%,0,single,0
EW857B,45-64,F,Schooling until age 18,Prefer not to say,3+,married,3+
EP434K,45-64,F,Schooling until age 16,Mid 50%,2,married,3+
UG482Q,16-24,M,University degree,Mid 50%,0,single,1
YT272T,16-24,M,Trade / technical school or college,Prefer not to say,0,single,0
YD419N,16-24,F,Schooling until age 18,Mid 50%,0,single,1
FX273Q,35-44,F,University degree,Mid 50%,2,married,1
PY943H,45-64,M,Schooling until age 18,Mid 50%,1,married,2
HL166V,45-64,M,Schooling until age 16,Top 25%,0,married,0
QZ896E,45-64,F,Schooling until age 16,Prefer not to say,2,married,0
VK351L,45-64,M,Schooling until age 16,Mid 50%,0,single,0
FQ493U,25-34,F,University degree,Mid 50%,1,married,1
WZ634E,45-64,M,Schooling until age 16,Bottom 25%,1,single,3+
YO607B,45-64,F,Schooling until age 18,Mid 50%,3+,single,0
DM818D,25-34,F,Schooling until age 16,Bottom 25%,0,single,1
BE392R,45-64,M,Schooling until age 18,Top 25%,1,married,0
IQ903J,35-44,F,Schooling until age 16,Bottom 25%,0,single,2
UP986Y,45-64,F,Trade / technical school or college,Bottom 25%,0,single,1
WR947K,16-24,M,Schooling until age 18,Prefer not to say,0,single,3+
VF360F,16-24,F,Postgraduate degree,Mid 50%,0,single,1
CF597P,16-24,F,University degree,Bottom 25%,0,single,2
TB151W,45-64,F,Schooling until age 16,Bottom 25%,3+,single,3+
HY955M,35-44,M,Schooling until age 16,Bottom 25%,0,single,0
PM631P,25-34,M,Schooling until age 16,Mid 50%,1,single,1
GU329V,45-64,F,Schooling until age 18,Mid 50%,0,married,0
FT758F,45-64,M,Schooling until age 16,Mid 50%,1,married,0
XC849E,45-64,F,University degree,Bottom 25%,0,single,1
OT770J,25-34,F,Postgraduate degree,Mid 50%,1,married,0
LW571K,35-44,F,University degree,Top 25%,2,married,2
AN152P,45-64,F,University degree,Mid 50%,0,single,2
UE835A,35-44,F,Trade / technical school or college,Mid 50%,2,married,2
YX161S,25-34,M,University degree,Mid 50%,2,married,3+
ZV564V,25-34,F,Schooling until age 16,Mid 50%,2,married,0
